virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank
Escherichia Stx1 converting phage	NC_004913	Escherichia coli O157:H7	83334	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	serotype
Escherichia Stx1-converting recombinant phage HUN/2013	KJ909655	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia Stx1-converting recombinant phage HUN/2013	KJ909655	Escherichia coli O157:H7	83334	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	serotype
Escherichia typing phage 1	NC_041979	Escherichia coli O157:H7	83334	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	serotype
Escherichia virus AAPEc6	NC_047769	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus BF23	NC_042564	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus BF23	NC_042564	Salmonella enterica subsp. enterica serovar Typhimurium	90371	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	strain
Escherichia virus BZ13	NC_001426	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus DT57C	NC_027356	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus FI	NC_028902	Escherichia coli HS	331112	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Escherichia virus I22	NC_001332	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus JL1	NC_019419	Escherichia coli O157:H7	83334	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	serotype
Escherichia virus K1-5	NC_008152	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus K1E	NC_007637	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus KFS-EC	NC_055757	Escherichia coli O157:H7	83334	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	serotype
Escherichia virus Lambda	NC_001416	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus Lambda_1H12	NC_049947	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus Lambda_2B8	NC_049952	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus Lambda_2G7b	NC_049954	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus Lambda_4A7	NC_049946	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus M13	NC_003287	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus MS2	EF108464	Escherichia coli HS	331112	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Escherichia virus mutPK1A2	NC_047889	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus mutPK1A2	NC_047889	Escherichia coli K1	1392869	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Escherichia virus P2	AF063097	Escherichia coli C	498388	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Escherichia virus P2-2H1	NC_049386	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus P2-2H4	NC_049385	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus P2-4A7b	NC_049390	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus P2-4B2	NC_049387	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus P2-4C9	NC_049388	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus P2-4E6b	NC_049389	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus P88-4B11	NC_049391	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus Qbeta	NC_001890	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus RB16	NC_014467	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus RB32	NC_008515	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus Rtp	NC_007603	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus SSL2009a	NC_012223	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus T4	NC_000866	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus Vec13	NC_048023	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus VEc3	NC_047899	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Escherichia virus VEc33	NC_048818	Escherichia coli	562	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	species
Faecalibacterium phage FP_Brigit	NC_047909	Faecalibacterium prausnitzii	853	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Oscillospiraceae; Faecalibacterium	species
Faecalibacterium phage FP_Epona	NC_047910	Faecalibacterium prausnitzii	853	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Oscillospiraceae; Faecalibacterium	species
Faecalibacterium phage FP_Lagaffe	NC_047911	Faecalibacterium prausnitzii	853	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Oscillospiraceae; Faecalibacterium	species
Faecalibacterium phage FP_Lugh	NC_047912	Faecalibacterium prausnitzii	853	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Oscillospiraceae; Faecalibacterium	species
Faecalibacterium phage FP_Mushu	NC_047913	Faecalibacterium prausnitzii	853	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Oscillospiraceae; Faecalibacterium	species
Faecalibacterium phage FP_oengus	NC_047916	Faecalibacterium prausnitzii	853	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Oscillospiraceae; Faecalibacterium	species
Faecalibacterium phage FP_Taranis	NC_047914	Faecalibacterium prausnitzii	853	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Oscillospiraceae; Faecalibacterium	species
Faecalibacterium phage FP_Toutatis	NC_047915	Faecalibacterium prausnitzii	853	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Oscillospiraceae; Faecalibacterium	species
Flavobacterium phage 11b	NC_006356	Flavobacterium sp.	239	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage 1H	NC_031911	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage 23T	NC_041859	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage 2A	NC_031926	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage 6H	NC_021867	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage FCL-2	NC_027125	Flavobacterium columnare	996	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage FCV-1	NC_041845	Flavobacterium columnare	996	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage FLiP	NC_047837	Flavobacterium sp.	239	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv1	NC_031914	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv10	NC_031932	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv11	NC_031945	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv2	NC_031931	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv20	NC_031912	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv3	NC_031904	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage FpV4	NC_041872	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv5	NC_031921	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv6	NC_031938	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv7	NC_031905	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage Fpv8	NC_031919	Flavobacterium psychrophilum	96345	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspM_immuto_2-6A	NC_055915	Flavobacterium sp. LMO8	2654244	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspM_lotta8-1	NC_048829	Flavobacterium sp. LMO8	2654244	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspM_pippi8-1	NC_048830	Flavobacterium sp. LMO8	2654244	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspP_elemoE_6-9C	NC_055854	Flavobacterium sp.	239	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspP_elemoF_6-3D	NC_055853	Flavobacterium sp.	239	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_filifjonk9-1	NC_048831	Flavobacterium sp. LMO9	2654245	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_hattifnatt9-1	NC_048832	Flavobacterium sp. LMO9	2654245	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_hemulen6-1	NC_048833	Flavobacterium sp. LMO6	2654243	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_laban6-1	NC_048834	Flavobacterium sp. LMO6	2654243	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_lillamy9-1	NC_048835	Flavobacterium sp. LMO9	2654245	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_morran9-1	NC_048836	Flavobacterium sp. LMO9	2654245	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_mumin9-1	NC_048837	Flavobacterium sp. LMO9	2654245	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_mymlan6-1	NC_048838	Flavobacterium sp. LMO6	2654243	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_sniff9-1	NC_048839	Flavobacterium sp. LMO9	2654245	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_snork6-1	NC_048840	Flavobacterium sp. LMO6	2654243	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_snusmum6-1	NC_048841	Flavobacterium sp. LMO6	2654243	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_stinky9-1	NC_048842	Flavobacterium sp. LMO9	2654245	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_tant8-1	NC_048843	Flavobacterium sp. LMO8	2654244	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium phage vB_FspS_tooticki6-1	NC_048844	Flavobacterium sp. LMO6	2654243	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Flavobacterium sp. phage 1/32	KJ018210	Flavobacterium sp.	239	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	species
Fusobacterium phage Fnu1	NC_055035	Fusobacterium nucleatum subsp. polymorphum ATCC 10953	393480	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Fusobacterium nucleatum; Fusobacterium nucleatum subsp. polymorphum	strain
Fusobacterium phage Funu1	KR131710	Fusobacterium nucleatum	851	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium	species
Geobacillus phage GBK2	NC_023612	Geobacillus kaustophilus	1462	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; Geobacillus thermoleovorans group	species
Geobacillus phage GBSV1	NC_008376	Geobacillus sp. 6k51	340407	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus	species
Geobacillus phage TP-84	NC_041918	Geobacillus stearothermophilus	1422	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus	species
Geobacillus virus E3	NC_029073	Parageobacillus thermoglucosidasius	1426	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Parageobacillus	species
Gluconobacter phage GC1	NC_042083	Gluconobacter cerinus	38307	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Gluconobacter	species
Gordonia phage Adgers	NC_048695	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Ailee	NC_055773	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Ali17	NC_053245	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Angelicage	NC_055762	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Apricot	NC_048018	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Archimedes	NC_054392	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Arri	NC_055798	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Asapag	NC_048146	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Ashertheman	NC_053237	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Attis	NC_041883	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Avazak	NC_048822	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Azula	NC_055865	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Bachita	NC_030936	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Bakery	NC_055804	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Bantam	NC_031074	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Barb	NC_055797	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia Phage Barsten	NC_055856	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage BaxterFox	NC_031226	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Beaver	NC_048783	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage BENtherdunthat	NC_047891	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage BetterKatz	NC_031247	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Bibwit	NC_055774	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage BirksAndSocks	NC_047892	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Bizzy	NC_053239	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Blino	NC_055912	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Blueberry	NC_030943	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Bowser	NC_030930	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Brandonk123	NC_042108	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage BritBrat	NC_030942	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage BrutonGaster	NC_048169	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Buggaboo	NC_055770	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage CaptainKirk2	NC_031072	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage CarolAnn	NC_031118	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Catfish	NC_054434	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Chelms	NC_048768	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Chikenjars	NC_048810	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Clown	NC_055867	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage ClubL	NC_030901	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Cozz	NC_030941	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Crocheter	NC_048825	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Cucurbita	NC_031029	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Danyall	NC_055751	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Dardanus	NC_054435	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Daredevil	NC_048021	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Demosthenes	NC_030944	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Dexdert	NC_053210	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Duffington	NC_048750	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage DumpsterDude	NC_053172	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Emalyn	NC_031234	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
