virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank
Gordonia phage Emianna	NC_055771	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage EMoore	NC_053243	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Evamon	NC_055843	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Eyre	NC_031122	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Fairfaxidum	NC_048185	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Fireball	NC_055816	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Flakey	NC_047921	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Flapper	NC_055738	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Fosterous	NC_055775	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Foxboro	NC_055766	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Frokostdame	NC_055754	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Fryberger	NC_048027	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Gaea	NC_053238	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GAL1	NC_031936	Gordonia alkanivorans	84096	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Galadriel	NC_055803	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Geodirt	NC_055776	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Getalong	NC_048083	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Ghobes	NC_031028	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Gibbin	NC_048812	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GMA1	NC_030902	Gordonia malaquae	410332	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GMA3	NC_028668	Gordonia malaquae	410332	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GMA4	NC_030939	Gordonia malaquae	410332	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GMA5	NC_030907	Gordonia malaquae	410332	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GMA6	NC_030906	Gordonia malaquae	410332	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GMA7	NC_028673	Gordonia malaquae	410332	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Gmala1	NC_028972	Gordonia sp.	84139	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GodonK	NC_048176	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GordDuk1	NC_029060	Gordonia sp.	84139	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GordTnk2	NC_029074	Gordonia sp.	84139	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GRU1	NC_016435	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GRU3	NC_030935	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Gsput1	NC_030932	Gordonia sputi	36823	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GTE2	NC_015720	Nocardia otitidiscaviarum	1823	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Nocardia	species
Gordonia phage GTE2	NC_015720	Rhodococcus erythropolis	1833	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus; Rhodococcus erythropolis group	species
Gordonia phage GTE2	NC_015720	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GTE2	NC_015720	Rhodococcus globerulus	33008	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species
Gordonia phage GTE2	NC_015720	Nocardia brasiliensis	37326	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Nocardia	species
Gordonia phage GTE5	NC_016434	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GTE6	NC_028665	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GTE7	NC_016166	Nocardia asteroides	1824	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Nocardia	species
Gordonia phage GTE7	NC_016166	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GTE7	NC_016166	Nocardia nova	37330	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Nocardia	species
Gordonia phage GTE7	NC_016166	Gordonia amicalis	89053	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GTE7	NC_016166	Gordonia australis	339863	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GTE7	NC_016166	Gordonia malaquae	410332	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage GTE8	NC_028653	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Guacamole	NC_031265	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Gustav	NC_042088	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Hedwig	NC_031099	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Horus	NC_048039	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Hotorobo	NC_031229	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage IDyn	NC_055789	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Jabberwocky	NC_055818	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Jace	NC_047974	Rhodococcus erythropolis	1833	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus; Rhodococcus erythropolis group	species
Gordonia phage Jambalaya	NC_055857	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Jellybones	NC_048820	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage JKSyngboy	NC_053235	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage John316	NC_048851	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage JSwag	NC_031060	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage JuJu	NC_055811	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Jumbo	NC_031109	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Kabluna	NC_055731	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage KatherineG	NC_030695	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Katyusha	NC_041950	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Keitabear	NC_055819	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Kenna	NC_048141	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Kenosha	NC_048793	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage KidneyBean	NC_055767	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage KimmyK	NC_055752	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Kita	NC_031233	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Kroos	NC_053234	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Kvothe	NC_030914	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Lambo	NC_048814	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Lennon	NC_042045	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Leonard	NC_053242	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Lilbeanie	NC_053246	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia Phage Lollipop1437	NC_055806	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Love	NC_055864	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Lucky10	NC_031267	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Mahdia	NC_042089	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Marietta	NC_055763	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage McGonagall	NC_030912	Gordonia neofelifaecis	945692	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage MelBins	NC_053244	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Monty	NC_030924	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Mutzi	NC_055785	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage NadineRae	NC_055821	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage NatB6	NC_055755	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Nordenberg	NC_055777	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage NosilaM	NC_055788	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Nubi	NC_055810	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Nyceirae	NC_031004	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Nymphadora	NC_031061	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Obliviate	NC_031237	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage OhMyWard	NC_048816	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage OneUp	NC_030917	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Orchid	NC_030915	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Paries	NC_055859	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Patio	NC_055732	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Petra	NC_055745	Gordonia westfalica	158898	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Phinally	NC_031112	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Phistory	NC_048040	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Phlop	NC_055920	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Pleakley	NC_055758	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Portcullis	NC_055861	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Pupper	NC_054723	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Ranch	NC_048813	Gordonia rubripertincta	36822	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Remus	NC_031031	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Ribeye	NC_053241	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Rickmore	NC_048749	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Rofo	NC_055753	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage RogerDodger	NC_055805	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
Gordonia phage Ronaldo	NC_048028	Gordonia terrae	2055	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia	species
